300	1.497069283327784	82	50	537.8001098632812	-154.0699920654297	299.35986328125
300	1.6747236132582248	89	55	515.9974365234375	-180.22000122070312	316.89990234375
300	1.856404292579514	96	60	489.8277282714844	-206.5699920654297	331.18017578125
300	2.017760026450974	102	65	458.5425109863281	-228.3199920654297	342.91015625
300	2.1822793364485324	108	70	424.15423583984375	-249.7899932861328	353.110107421875
300	2.3494832396467746	114	75	387.61712646484375	-270.9599914550781	362.050048828125
300	2.5192758917769016	120	80	349.7130432128906	-291.8399963378906	369.919921875
300	2.6908898234327854	126	85	311.61334228515625	-312.79998779296875	376.7900390625
300	2.8637503266295017	132	90	274.44769287109375	-334.03997802734375	382.679931640625
300	3.0131217122038425	137	95	235.7290496826172	-354.32000732421875	388.97998046875
300	3.1830100893934787	143	100	204.51254272460938	-377.3999938964844	391.56005859375
300	3.448292958732468	150	105	159.1682891845703	-400.30999755859375	391.06005859375
300	3.715109694000107	155	110	94.37179565429688	-419.6600036621094	393.0400390625
300	3.859783279891831	158	115	50.75839614868164	-435.1999816894531	395.050048828125
300	3.9913221478422702	161	120	14.650672912597656	-450.4499816894531	394.2900390625
300	3.924018728729111	162	125	9.492538452148438	-459.94000244140625	395.27001953125
300	3.9696546673735202	164	130	-6.1856231689453125	-469.6399841308594	393.2900390625
300	4.058242070670945	166	135	-23.51275634765625	-478.53997802734375	389.489990234375
300	4.165141332145554	169	140	-27.250694274902344	-486.7200012207031	383.47998046875
300	4.387952047582489	171	145	-58.32600784301758	-493.5999755859375	377.780029296875
300	4.563017594810349	172	150	-88.15908813476562	-498.2799987792969	373.739990234375
300	4.692447229470831	173	155	-113.91466522216797	-502.69000244140625	371.130126953125
300	4.7315637405922235	173	160	-141.77618408203125	-506.97998046875	371.89990234375
300	4.73971301242314	173	165	-169.3210906982422	-511.0799865722656	372.789794921875
300	4.730221507321817	173	170	-226.64797973632812	-513.75	372.81005859375
300	4.814015205200535	175	175	-249.88153076171875	-518.0399780273438	369.860107421875
800	1.5703169544551034	73	30	686.9269409179688	-200.4099884033203	442.419921875
800	1.7240025877913059	79	35	633.4301147460938	-220.9099884033203	463.199951171875
800	1.8522817969282688	84	40	576.6166381835938	-234.72000122070312	483.050048828125
800	1.9800815463026584	89	45	517.1637573242188	-247.9099884033203	503.52001953125
800	2.131466376777512	95	50	457.03985595703125	-265.19000244140625	524.06005859375
800	2.256581532951218	100	55	395.41278076171875	-278.69000244140625	546.4200439453125
800	2.399241912361008	106	60	338.8604736328125	-296.9100036621094	568.68994140625
800	2.531068313117844	112	65	288.6907653808594	-317.239990234375	591.5
800	2.6432406783064426	118	70	249.3597412109375	-340.8399963378906	614.1800537109375
800	2.8541630387266697	125	75	191.42730712890625	-367.3599853515625	634.72998046875
800	3.2330562949141086	132	80	84.08601379394531	-393.1300048828125	655.489990234375
800	3.2549154639204563	132	85	16.92998695373535	-400.7099914550781	675.050048828125
800	3.3174252390821994	134	90	-7.276889801025391	-412.72998046875	685.9599609375
800	3.4490599513014377	136	95	-29.436689376831055	-427.4599914550781	690.8399658203125
800	3.5767638564070285	139	100	-37.08522033691406	-443.5099792480469	692.550048828125
800	3.7246971011122287	142	105	-46.17719650268555	-458.8399963378906	692.0400390625
800	3.974160718913895	144	110	-71.15402221679688	-470.9700012207031	689.1600341796875
800	4.168209302421433	144	115	-108.31666564941406	-477.6999816894531	688.1201171875
800	4.175399827953202	144	120	-139.29037475585938	-483.53997802734375	700.699951171875
800	4.095728683467728	143	125	-201.47860717773438	-488.5999755859375	711.8199462890625
800	4.073006618018967	143	130	-278.9033508300781	-494.4499816894531	718.800048828125
800	4.062939870353562	143	135	-351.3614807128906	-498.54998779296875	722.7398681640625
800	4.055941092964035	143	140	-419.35797119140625	-500.75	724.4300537109375
800	4.129188644882065	145	145	-443.92718505859375	-508.55999755859375	726.6998291015625
1300	1.7701179861982883	77	25	811.4524536132812	-289.1099853515625	625.97998046875
1300	1.8668546557386936	81	30	730.0762329101562	-292.2699890136719	650.1400146484375
1300	1.9572636961897434	85	35	645.7601928710938	-294.2599792480469	677.699951171875
1300	2.064067113395554	90	40	561.5853271484375	-301.2799987792969	707.989990234375
1300	2.1595573306044162	95	45	480.5962219238281	-308.78997802734375	741.7900390625
1300	2.2401871561964573	100	50	404.7784423828125	-318.30999755859375	778.989990234375
1300	2.295602309699875	105	55	341.897705078125	-332.0099792480469	819.239990234375
1300	2.3280076861342014	111	60	305.74212646484375	-354.41998291015625	860.5699462890625
1300	2.408158051963669	118	65	266.09869384765625	-383.22998046875	901.5
1300	2.994234669204575	127	70	56.37253952026367	-407.3199768066406	945.0499877929688
1300	3.051087844367844	125	75	-27.31414031982422	-404.3999938964844	970.5299682617188
1300	3.3221230387648166	128	80	-50.00766372680664	-422.92999267578125	983.5900268554688
1300	3.5465636134108127	130	85	-74.1911849975586	-442.2699890136719	992.5
1300	3.6990988135298313	132	90	-92.90423583984375	-460.16998291015625	1001.6500244140625
1300	3.8015878677328647	134	95	-106.17511749267578	-477.05999755859375	1010.0800170898438
1300	3.7908500313719333	132	100	-194.04421997070312	-483.4499816894531	1021.4000244140625
1300	3.7810708761175693	133	105	-255.35940551757812	-490.4599914550781	1039.580078125
1300	3.7341886043509067	133	110	-340.75250244140625	-495.4499816894531	1055.669921875
1300	3.7417626261671604	134	115	-412.2655029296875	-503.47998046875	1070.260009765625
