INSPEED	ENDANGLE	TOTALTICKS	DRIFTTICKS	OUTSPEED	OUTOFFSETX	OUTOFFSETY
300	4.9678926646669925	183	160	-55.69335174560547	-512.0399780273438	354.920166015625
300	4.9463210433682026	179	165	-111.31403350830078	-516.5399780273438	363.110107421875
300	4.853515210743767	176	170	-184.0329132080078	-518.3200073242188	368.340087890625
350	1.1634284695002695	78	45	655.7420043945312	-146.75999450683594	320.719970703125
350	1.3188399513575693	85	50	649.2767944335938	-176.17999267578125	341.81982421875
350	1.4803873737666269	92	55	637.00048828125	-206.5399932861328	358.6298828125
350	1.647591340537888	99	60	619.4759521484375	-237.0	371.219970703125
350	1.812973487373215	105	65	591.1815185546875	-261.41998291015625	379.669921875
350	1.9912989020308078	112	70	564.5052490234375	-289.4100036621094	385.25
350	2.1678025603254856	118	75	527.8329467773438	-310.8599853515625	389.469970703125
350	2.349195706840378	124	80	488.0673828125	-331.0	392.739990234375
350	2.535766112800461	130	85	446.0346984863281	-349.9700012207031	395.47998046875
350	2.727417814727646	136	90	402.6927490234375	-368.4100036621094	397.89013671875
350	2.923863279815537	142	95	359.0221252441406	-386.7599792480469	399.989990234375
350	3.1243353962858738	148	100	316.1691589355469	-405.7699890136719	401.27001953125
350	3.3274919867476047	154	105	275.3974609375	-425.72998046875	401.1201171875
350	3.5411946654280246	161	110	247.26055908203125	-446.989990234375	396.030029296875
350	3.745597589012009	167	115	214.11700439453125	-467.0999755859375	390.5
350	3.9644774675329746	172	120	180.50631713867188	-477.0899963378906	387.080078125
350	3.716835427280289	173	125	197.74388122558594	-493.67999267578125	391.380126953125
350	3.720574545856339	176	130	222.00665283203125	-502.97998046875	383.449951171875
350	3.7884531497915805	180	135	236.48516845703125	-509.5899963378906	373.080078125
350	4.1158621787985386	184	140	195.7532196044922	-504.3499755859375	364.85009765625
350	4.437518793340546	186	145	142.20591735839844	-500.17999267578125	366.469970703125
350	4.739521266143543	185	150	61.23576736450195	-503.0299987792969	375.170166015625
350	4.8885091423948825	179	155	-52.37446594238281	-510.5299987792969	388.679931640625
350	4.8699096322020115	175	160	-108.88819885253906	-515.2899780273438	397.75
350	4.77988413273893	172	165	-184.9423370361328	-517.25	403.239990234375
350	4.742301604892832	171	170	-263.38128662109375	-517.3300170898438	404.800048828125
400	1.0624734600398202	72	40	676.54638671875	-130.45999145507812	319.900146484375
400	1.2234455784175058	80	45	675.3365478515625	-163.97999572753906	347.469970703125
400	1.383459015688624	87	50	663.0106201171875	-194.37998962402344	367.090087890625
400	1.5491289337489267	94	55	645.0259399414062	-225.1199951171875	382.300048828125
400	1.7134566187819065	100	60	616.0776977539062	-249.88999938964844	392.68994140625
400	1.8901519656141819	107	65	588.365234375	-278.5299987792969	400.52001953125
400	2.065217483039719	113	70	550.44091796875	-300.41998291015625	406.369873046875
400	2.245268571372849	119	75	509.1475830078125	-320.91998291015625	411.170166015625
400	2.4303049921949924	125	80	465.3133544921875	-340.1300048828125	415.47021484375
400	2.620614516731125	131	85	419.857177734375	-358.7099914550781	419.469970703125
400	2.815430033202988	137	90	373.8915710449219	-377.2200012207031	423.260009765625
400	3.014655697341782	143	95	328.4927978515625	-396.29998779296875	426.6201171875
400	3.2168536066969455	149	100	284.96917724609375	-416.5899963378906	428.72998046875
400	3.429405796523911	156	105	253.85882568359375	-438.8499755859375	426.320068359375
400	3.634671556945664	162	110	216.35317993164062	-461.44000244140625	423.159912109375
400	3.8416631102522434	167	115	180.97157287597656	-474.4100036621094	420.380126953125
400	3.6662140965422214	170	120	199.97671508789062	-490.5299987792969	423.179931640625
400	3.645025956626755	172	125	221.53892517089844	-501.4100036621094	417.919921875
400	3.6765684962233127	175	130	234.88616943359375	-509.5099792480469	409.820068359375
400	3.9688876748045505	179	135	199.35720825195312	-507.0	400.0
400	4.321607369180542	182	140	149.78854370117188	-501.1099853515625	398.550048828125
400	4.633676591511589	182	145	77.80201721191406	-501.8399963378906	406.60986328125
400	4.80960501283012	176	150	-41.461181640625	-508.94000244140625	422.010009765625
400	4.81037200539909	172	155	-100.14288330078125	-514.239990234375	432.239990234375
400	4.691392618413788	168	160	-188.6637725830078	-515.6199951171875	439.510009765625
400	4.655727564539534	167	165	-266.17413330078125	-516.0	441.2900390625
450	1.116162701449122	74	40	699.7723999023438	-146.4499969482422	347.3701171875
450	1.281065626940455	82	45	692.760986328125	-181.62998962402344	373.5400390625
450	1.4452015598628183	89	50	674.6694946289062	-212.6599884033203	391.56005859375
450	1.608378875251633	95	55	645.2927856445312	-237.7899932861328	404.110107421875
450	1.783540236945969	102	60	616.6192626953125	-267.19000244140625	414.300048828125
450	1.9572636961897434	108	65	577.5755615234375	-289.5799865722656	421.830078125
450	2.1357805609663547	114	70	534.7323608398438	-310.44000244140625	428.199951171875
450	2.3195707678755344	120	75	488.95404052734375	-329.94000244140625	433.800048828125
450	2.508154380317551	126	80	441.3229675292969	-348.57000732421875	439.3798828125
450	2.7015318751295627	132	85	392.895263671875	-366.97998046875	444.85986328125
450	2.899415481086594	138	90	344.6712341308594	-385.9700012207031	450.169921875
450	3.1005586266478122	144	95	298.0047607421875	-406.3500061035156	454.669921875
450	3.31291912793718	151	100	263.3531799316406	-429.17999267578125	454.969970703125
450	3.5161715626677097	157	105	223.0367431640625	-452.78997802734375	454.83984375
450	3.724313604827744	163	110	192.90298461914062	-470.41998291015625	451.489990234375
450	3.9441522240599216	167	115	147.08534240722656	-479.3899841308594	453.159912109375
450	3.543112146850449	168	120	226.49696350097656	-498.3699951171875	452.219970703125
450	3.5970890402754367	172	125	244.86972045898438	-508.54998779296875	442.77001953125
450	3.845402228828293	176	130	218.26718139648438	-508.72998046875	432.099853515625
450	4.184028494354111	178	135	159.5313262939453	-502.5	430.64990234375
450	4.533680218454224	179	140	93.36376953125	-500.44000244140625	437.39990234375
450	4.718812524989021	173	145	-30.38379669189453	-506.7099914550781	454.800048828125
450	4.742205732684356	169	150	-91.92524719238281	-512.2899780273438	466.60986328125
450	4.6332930952271045	165	155	-178.52737426757812	-514.5	474.81982421875
450	4.6016547411640705	164	160	-257.6300964355469	-515.7999877929688	477.0
500	1.0137695511195322	69	35	731.8433837890625	-133.58999633789062	347.75
500	1.170331402620997	76	40	720.4349975585938	-163.4499969482422	374.14990234375
500	1.3330291946742197	83	45	702.3056030273438	-194.51998901367188	396.059814453125
500	1.5012878616664072	90	50	678.1512451171875	-225.59999084472656	413.249755859375
500	1.6682999014814914	96	55	642.8358154296875	-250.27999877929688	425.3701171875
500	1.8474881529768528	103	60	608.528076171875	-278.7599792480469	435.10009765625
500	2.0247588038405	109	65	564.1920166015625	-300.1099853515625	442.900146484375
500	2.207206714149338	115	70	516.473388671875	-319.8299865722656	449.97998046875
500	2.3940646529158176	121	75	466.60101318359375	-338.5299987792969	456.920166015625
500	2.58590816258989	127	80	415.556884765625	-356.7799987792969	463.949951171875
500	2.782353508468491	133	85	364.38629150390625	-375.489990234375	471.06005859375
500	2.982442128654343	139	90	314.41522216796875	-395.53997802734375	477.840087890625
500	3.1941314816435398	146	95	275.9394226074219	-418.6399841308594	480.9599609375
500	3.3950829386671604	152	100	232.77740478515625	-442.67999267578125	483.93994140625
500	3.6069640994032444	159	105	206.48789978027344	-465.3299865722656	481.0
500	3.8178864598234714	163	110	160.01783752441406	-476.0199890136719	483.1201171875
500	3.4649749875029148	164	115	224.2886962890625	-494.80999755859375	485.860107421875
500	3.545796620841843	168	120	236.1411590576172	-505.9100036621094	477.06005859375
500	3.6955515027006687	172	125	231.65089416503906	-511.17999267578125	466.39013671875
500	4.0312056422194065	175	130	182.755615234375	-504.28997802734375	460.2900390625
500	4.401662009950501	176	135	111.40877532958984	-499.739990234375	466.429931640625
500	4.63453945815168	172	140	3.047663688659668	-504.5299987792969	483.330078125
500	4.670588004585129	166	145	-84.18628692626953	-509.67999267578125	499.489990234375
500	4.570879253741127	162	150	-168.8560333251953	-512.739990234375	509.009765625
500	4.504246968026978	160	155	-264.8174743652344	-512.6099853515625	512.60009765625
550	1.0563375194880624	70	35	751.5706787109375	-145.12998962402344	371.0400390625
550	1.223828955492701	78	40	738.9716796875	-181.33999633789062	400.159912109375
550	1.3905536373469491	85	45	715.0277709960938	-213.0699920654297	420.309814453125
550	1.5563193996760507	91	50	679.5664672851562	-238.38999938964844	434.469970703125
550	1.7337818026503147	98	55	644.3076171875	-267.80999755859375	446.5498046875
550	1.9098060011824192	104	60	598.6297607421875	-289.739990234375	455.820068359375
550	2.0906240820845188	110	65	549.1243286132812	-309.8899841308594	464.170166015625
550	2.2763316512068332	116	70	496.92254638671875	-328.6999816894531	472.300048828125
550	2.466545331474167	122	75	443.205322265625	-346.75	480.7099609375
550	2.6614565730055393	128	80	388.9665222167969	-364.9599914550781	489.43017578125
550	2.8602989792784275	134	85	335.44207763671875	-384.42999267578125	498.2900390625
550	3.0713171839674533	141	90	292.9490051269531	-407.2699890136719	504.090087890625
550	3.27255629300676	147	95	245.49964904785156	-431.2599792480469	510.4000244140625
550	3.4793560385664524	154	100	213.14675903320312	-457.8899841308594	510.97998046875
550	3.68874441384874	159	105	173.764892578125	-472.0999755859375	512.3499755859375
550	3.3946035981138767	161	110	229.49594116210938	-490.75	516.6300048828125
550	3.4250914931257785	164	115	245.34547424316406	-503.0699768066406	510.6500244140625
550	3.510323274131638	167	120	242.9103240966797	-513.1599731445312	504.1099853515625
550	3.873589086528641	171	125	194.98904418945312	-507.6199951171875	492.2301025390625
550	4.266384053226334	173	130	129.9286651611328	-499.97998046875	494.5
550	4.540966632958275	170	135	29.594030380249023	-502.19000244140625	511.41015625
550	4.614405955370289	164	140	-69.37557983398438	-507.2599792480469	530.0499267578125
550	4.5031923532446445	159	145	-158.39169311523438	-510.0899963378906	542.449951171875
550	4.440299141403061	157	150	-258.9730529785156	-510.8799743652344	546.8199462890625
550	4.444325852390152	157	155	-320.1198425292969	-512.7099609375	547.699951171875
600	1.102260990938868	72	35	774.7655639648438	-162.0	398.369873046875
600	1.2673558433863779	79	40	751.440185546875	-193.97000122070312	422.77001953125
600	1.4377235611292978	86	45	721.4279174804688	-225.8699951171875	442.18994140625
600	1.60713242292009	92	50	680.0813598632812	-250.70999145507812	455.949951171875
600	1.7880463480909885	99	55	639.2040405273438	-279.2200012207031	467.5799560546875
600	1.9674262881239475	105	60	588.1551513671875	-300.0099792480469	477.179931640625
600	2.1515040278395237	111	65	533.8859252929688	-319.04998779296875	486.3599853515625
600	2.3400876402815403	117	70	477.4423828125	-337.0	495.7899169921875
600	2.5329856753309787	123	75	420.177490234375	-354.66998291015625	505.93994140625
600	2.730485785003525	129	80	363.06488037109375	-373.19000244140625	516.4998779296875
600	2.9311497092207492	135	85	307.48931884765625	-393.7599792480469	527.139892578125
600	3.142167913909775	142	90	264.10833740234375	-418.5899963378906	534.369873046875
600	3.351076948638779	149	95	225.76255798339844	-446.1099853515625	539.0299072265625
600	3.5527953982313694	155	100	190.65744018554688	-466.97998046875	541.10986328125
600	3.3577880740126194	157	105	209.33016967773438	-484.80999755859375	550.139892578125
600	3.3509809851606907	160	110	238.61817932128906	-499.53997802734375	545.809814453125
600	3.413490760322434	163	115	243.44570922851562	-511.05999755859375	539.33984375
600	3.7013997912367405	168	120	218.94921875	-512.2999877929688	524.7398681640625
600	4.111164379115921	170	125	149.77098083496094	-502.5999755859375	522.7899169921875
600	4.428602534528595	169	130	66.22050476074219	-500.5299987792969	536.8699951171875
600	4.540966632958275	162	135	-53.75506591796875	-504.489990234375	559.6300048828125
600	4.462350118156296	157	140	-128.6383819580078	-507.8799743652344	574.489990234375
600	4.402716594930512	155	145	-238.82608032226562	-510.5	580.579833984375
600	4.372420477863175	154	150	-316.7889404296875	-510.8399963378906	582.6800537109375
650	0.9758035381648202	66	30	813.8659057617188	-141.9199981689453	392.630126953125
650	1.1385971744868417	73	35	792.269287109375	-173.89999389648438	421.639892578125
650	1.3073350628230234	80	40	762.9953002929688	-206.45999145507812	445.4700927734375
650	1.4813460548731943	87	45	727.030517578125	-238.26998901367188	464.070068359375
650	1.6539189696272434	93	50	679.9227294921875	-262.3999938964844	477.52001953125
650	1.8311896204908908	99	55	627.5034790039062	-284.5099792480469	489.260009765625
650	2.020156848426682	106	60	577.5646362304688	-309.5	499.1500244140625
650	2.207206714149338	112	65	518.6754150390625	-327.489990234375	509.4500732421875
650	2.3982829928358615	118	70	458.34442138671875	-344.6999816894531	520.469970703125
650	2.5940573096235813	124	75	397.6627197265625	-362.2799987792969	532.4600830078125
650	2.793570744987351	130	80	337.9306640625	-381.5	545.070068359375
650	3.004205453391892	137	85	289.5487365722656	-405.1399841308594	555.239990234375
650	3.213689792152268	144	90	246.12347412109375	-431.8899841308594	563.8499755859375
650	3.415408241744858	151	95	211.95846557617188	-459.5899963378906	568.489990234375
650	3.615688550468308	155	100	159.32705688476562	-473.3899841308594	574.989990234375
650	3.268913018699509	156	105	233.00469970703125	-493.55999755859375	579.8900146484375
650	3.324040520187241	160	110	250.15428161621094	-508.8299865722656	573.780029296875
650	3.4705356240233005	164	115	245.86666870117188	-517.2699584960938	562.56005859375
650	3.8896959304770053	167	120	179.27268981933594	-508.30999755859375	552.719970703125
650	4.307418066259247	168	125	102.4933853149414	-500.1999816894531	560.820068359375
650	4.464267584677559	162	130	-19.77212142944336	-502.8299865722656	585.2900390625
650	4.440490889545304	156	135	-99.15101623535156	-505.8199768066406	604.5198974609375
650	4.355163204666001	153	140	-215.61570739746094	-508.8799743652344	614.030029296875
650	4.291886496539933	151	145	-314.461181640625	-507.8799743652344	617.510009765625
650	4.294283348317963	151	150	-375.5216979980469	-509.19000244140625	618.2899169921875
700	1.0055243213984628	67	30	836.4678955078125	-152.84999084472656	416.550048828125
700	1.1719612320277353	74	35	809.0820922851562	-185.75999450683594	445.14990234375
700	1.3437670906397958	81	40	773.9767456054688	-218.69000244140625	468.2799072265625
